Item,Source,Identifier,Type,Creator,Director,Date,Location,Subject,Location.1,Format,Relation,Description
"Stage photo of ""Journey to the East 97 Beijing, Hong Kong, Taipei""",https://www.gettyimages.nl/detail/nieuwsfoto%27s/actors-play-a-scene-from-a-sketch-by-director-edward-yang-nieuwsfotos/2254629295?adppopup=true,2254629295,Social documentary photography,Mandel Ngan,Edward Yang,1997/3/1,Hong Kong Arts Center,"Avant-garde Theatre,Cross-strait Exchange, Urban Observation, Globalization",Hong Kong,"1024 x 720 px (8,67 x 6,10 cm) - 300 dpi -",1987 Taiwan Cinema Manifesto,"In January 1997, Edward Yang participated in the 'One Table, Two Chairs' theatrical experiment in Hong Kong. This photograph captures how he translated his urban observations of Taipei into a cross-regional theatrical language, foreshadowing the globalized perspective on modern anxiety seen in his later works."
