Item,Source,Type,Director,Festival_Edition,Category,Genre,Award,Duration,Release_Date,Language,Filming_Location,Production_Country,Production_Company,Subject,Description
Yi Yi: A One and a Two,https://www.festival-cannes.com/en/f/yi-yi-2,Moving Image,Edward Yang,53rd Festival de Cannes (2000),Taiwan New Cinema,"Drama,Romance",Best Director,173 minutes,2000/12/16,"Mandarin, Min Nan",Taiwan,"Japan,Taiwan",Atom Films,"Humanism,Modernity,Urban Life,Deconstruction","Edward Yang's magnum opus which won him the Best Director award at the 53rd Cannes Film Festival. Funded by Japanese capital, this transnational co-production represents the pinnacle of his independent artistic journey. It offers a macroscopic, multi-generational observation of middle-class struggles, urban alienation, and the universal human condition in contemporary Taipei."
