Item,Source,Identifier,digital identifier,Type,Creator,Translator,Publication_Date,Publisher,Collection,Language,Archivedat,Scanner,Archive date,Subject,Description
The Analects,https://archive.org/details/theanalectsconfucius/page/n37/mode/2up,ISBN 978-0-698-15351-6,ark:/13960/t9d59554c,Book,Confucius,Annping Chin,2014,Penguin Books,Folkscanomy,English,Internet Archive,Internet Archive HTML5 Uploader,2020/2/16,"Confucianism,Chinese Philosophy",An authoritative English translation by historian Annping Chin that emphasizes historical authenticity. This text forms an intertextual relationship with Yang's deconstruction of Confucian traditions in A Confucian Confusion. It reveals the ruptures and 'confusion' that arise when ancient ethics confront the modern metropolis (such as Taipei).
