Item,Source (Primary),Chinese translation,Source(Archival),Source (Bibliographic),Publisher,Type,Spatial_Coverage,Creator,Publication_Date,Original Publisher,Place of Publication,Language,Historical Context,Subject,Description
1987 Taiwan Cinema Manifesto (《1987 臺灣電影宣言》),https://www.twreporter.org/a/saturday-features-film-interview-jan-hung-tze,1987 臺灣電影宣言,https://p.udpweb.com/wxm/i/volno/0:104,https://search.worldcat.org/zh-cn/title/66161126,"China Times, Wenxin Magazine",Manifesto,Taiwan,"Edward Yang, Hou Hsiao-hsien, Wu Nien-jen, et al.",1987/2/1,Wenxin Magazine, Taiwan,Traditional Chinese,before the end of Martial Law,"Taiwan New Cinema,Institutional Reform","A landmark manifesto signed by 54 Taiwanese filmmakers and intellectuals in 1987. It fiercely criticized the rigid, state-controlled film industry and commercial monopolies, calling for 'another kind of cinema.' This document acts as the ideological catalyst for Edward Yang's eventual departure from the studio system to pursue true independent filmmaking."
